,comments,created_time,from,id,likes,content,shares,type,,,,
833,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-11-17 12:59:21,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_552533881496644,"{u'data': [], u'summary': {u'total_count': 0}}","AMIGAS Y AMIGOS; EL FUTURO DE NUESTRO PAIS, ESTA EN NUESTRAS MANOS; MOTVATE Y ANDA A VOTAR!",,status,,,,
834,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-11-17 12:35:32,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_552519208164778,"{u'data': [], u'summary': {u'total_count': 0}}","ESTA PASANDO;  PRESIDENTE SEBASTIAN PIÑERA
""Yo quiero convocar a mis compatriotas para que vengan a votar, se comprometan con su país",,status,,,,
835,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-11-17 12:28:15,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_552516301498402,"{u'data': [], u'summary': {u'total_count': 0}}","ESTA PASANDO; LA CANDIDATA PRESIDENCIAL MICHELLE BACHELET, ASISTE A VOTAR!",,status,,,,
836,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-11-17 12:26:08,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_552515591498473,"{u'data': [], u'summary': {u'total_count': 0}}",ESTA PASANDO, EL PRESIDENTE SEBASTIAN PIÑERA ASISTE A VOTAR EN EL LICEO REPUBLICA DE ALEMANIA!,,status,,,
837,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-11-17 12:14:36,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_552511628165536,"{u'data': [], u'summary': {u'total_count': 0}}",RECUERDA, NUESTRO DEBER ES COMUNICAR DE MANERA OBJETIVA LA INFORMACION QUE ESTA PASANDO! PLURALISMO Y OBJETIVIDAD!,,status,,,
838,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-11-17 12:12:00,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_552510621498970,"{u'data': [], u'summary': {u'total_count': 0}}",ESTA PASANDO, AHORA EVELYN MATTHEI ASISTE A VOTAR , LA CANDIDATA DE LA ALIANZA POR CHILE!,,status,,
839,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-11-17 12:02:55,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_552507638165935,"{u'data': [], u'summary': {u'total_count': 0}}",EL TIEMPO PARA TODO CHILE, HOY 17 DE NOVIEMBRE! http://wp.me/p3RLy7-1X,,link,,,
840,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-11-17 11:56:39,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_552505841499448,"{u'data': [], u'summary': {u'total_count': 0}}","ESTA PASANDO; A ESTA HORA LA CANDIDATA PRESIDENCIAL ROXANA MIRANDA, ASISTE A VOTAR EN SU LOCAL DE VOTACION",,status,,,,
841,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-11-17 11:45:34,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_552502714833094,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'NDA0NTcxNTEyOTU5NTQ5'}}, u'data': [{u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 1}}","CHILE VOTA POR CHILE, ANIMATE Y PARTICIPA http://wp.me/p3RLy7-1M",,link,,,,
842,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-11-17 11:30:32,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_552498268166872,"{u'data': [], u'summary': {u'total_count': 0}}",BUENOS DIAS A TODOS!!! HOY TODO CHILE SALE A VOTAR, MOTIVESE Y ANIMO, SEA REPUBLICANO Y RESPONSABLE CON NUESTRO CHILE!! TODO CHILE SALE A VOTAR, RECUERDA CHILE ELIGE A CHILE,,status,
843,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-11-17 03:53:52,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_552361604847205,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'MTAyMDQ3Mjk5MDQ3OTQ4MzM='}}, u'data': [{u'id': u'10204729904794833', u'name': u'Angelica Vergara'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 2}}",CHILE VOTA POR CHILE, VOTA EN LAS ELECCIONES PRESIDENCIALES! http://wp.me/p3RLy7-1T,,link,,,
844,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-11-17 03:24:36,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_552353951514637,"{u'paging': {u'cursors': {u'after': u'MTAyMDY4OTQyNTY0OTQ0NDk=', u'before': u'MTAyMDQ0NzI3Njg3NTcyMjY='}}, u'data': [{u'id': u'10204472768757226', u'name': u'Rosa Hormazábal Hernández'}, {u'id': u'10204677889171559', u'name': u'Heidi Fonck L.'}, {u'id': u'10205843209303497', u'name': u'Fernando Herrera S'}, {u'id': u'10206894256494449', u'name': u'Marisol Espinoza'}], u'summary': {u'total_count': 4}}","EN HORAS TODOS LOS CHILENOS Y CHILENAS SEREMOS IGUALES, ES DECIR, NUESTRO VOTO TENDRA EL MISMO VALOR, LA ELECCION PRESIDENCIAL Y PARLAMENTARIA ES UN HECHO Y CADA UNO DE NOSOTROS TIENE LA LIBERTAD, PERO A SU VER RESPONSABILIDAD DE ASISTIR A VOTAR; VOTA DERECHA, IZQUIERDA, NULO, BLANCO O INDEPENDIENTE! LO RELEVANTE ACA ES QUE CADA UNO DE NOSOTROS ASISTA A VOTAR; POR CHILE Y SU FUTURO, SEAMOS PARTE DE NUESTRA DEMOCRACIA, QUE TANTO VALORAMOS HOY EN DIA; APROVECHEMOS ESTA GRAN OPORTUNIDAD Y SEAMOS CIUDADANOS RESPONSABLES; LO RELEVANTE ACA ES IR A VOTAR; MOTIVATE Y SEAMOS PARTE DE LA HISTORIA;",{u'count': 1},status,,,,
845,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-11-16 00:16:59,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_551809031569129,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'MTAyMDQ2Nzc4ODkxNzE1NTk='}}, u'data': [{u'id': u'10204677889171559', u'name': u'Heidi Fonck L.'}, {u'id': u'471451739662503', u'name': u'Christian Cordero Guerra'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 3}}","PORQUE AMO A CHILE Y ME INTERESA SU FUTURO; YO VOTO! SUMATE Y PARTICIPA, CHILE ELIGE A CHILE!

http://www.decisiong.cl/?p=114",,link,,,,
846,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-11-15 13:07:34,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_551583688258330,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'NjMxNDA5MzA2OTYzNjA0'}}, u'data': [{u'id': u'631409306963604', u'name': u'Maria Elena Albornoz Dachelet'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 2}}","TODOS A VOTAR !!!! YO DECIDO PARTICIPAR, PORQUE ME INTERESA MI PAIS Y PORQUE SOY CHILENO DE CORAZON; YO VOTO!  http://www.decisiong.cl/?p=114",{u'count': 1},link,,,,
847,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-11-12 20:54:22,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_550418718374827,"{u'paging': {u'cursors': {u'after': u'MTAyMDU4NzQxNTA2MzU5MzE=', u'before': u'MTAyMDM4MzUyNTM3ODg1NzM='}}, u'data': [{u'id': u'10203835253788573', u'name': u'Maria Angelica Castaño'}, {u'id': u'10205874150635931', u'name': u'Erna Elgueta Tirado'}], u'summary': {u'total_count': 2}}","YO DECIDO PARTICIPAR, PORQUE ME INTERESA MI PAIS Y PORQUE SOY CHILENO DE CORAZON; YO VOTO!

http://www.decisiong.cl/?p=114",,link,,,,
848,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-11-12 18:00:56,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_550363041713728,"{u'paging': {u'cursors': {u'after': u'MTAyMDU4NzQxNTA2MzU5MzE=', u'before': u'NzU1MzMxMDIxMjA4MjY0'}}, u'data': [{u'id': u'755331021208264', u'name': u'Naason Quezada Melian'}, {u'id': u'10205874150635931', u'name': u'Erna Elgueta Tirado'}], u'summary': {u'total_count': 2}}",EDUCACIÓN CÍVICA: CHILE VOTA EN LAS ELECCIONES DEL 17 DE NOVIEMBRE 2013 http://wp.me/p3RLy7-1Q,{u'count': 1},link,,,,
849,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-11-11 12:45:39,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_549726215110744,"{u'paging': {u'cursors': {u'after': u'MTAyMDM4MzUyNTM3ODg1NzM=', u'before': u'MTAyMDM4MzUyNTM3ODg1NzM='}}, u'data': [{u'id': u'10203835253788573', u'name': u'Maria Angelica Castaño'}], u'summary': {u'total_count': 1}}","TE INVITAMOS A PARTICIPAR!!  TU NO PUEDES FALTAR!! °5 SEMINARIO ANUAL: INGENIERÍA CIVIL INDUSTRIAL “MUJER EMPRESARIA” UNIVERSIDAD CENTRAL

http://www.decisiong.cl/?p=111",,link,,,,
850,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-11-11 12:41:48,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_549725318444167,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'NzU1MzMxMDIxMjA4MjY0'}}, u'data': [{u'id': u'755331021208264', u'name': u'Naason Quezada Melian'}, {u'id': u'10203835253788573', u'name': u'Maria Angelica Castaño'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 3}}","°5 SEMINARIO ANUAL: INGENIERÍA CIVIL INDUSTRIAL ""MUJER EMPRESARIA"" UNIVERSIDAD CENTRAL http://wp.me/p3RLy7-1N",{u'count': 3},link,,,,
851,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-11-03 05:49:39,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_544762362273796,"{u'paging': {u'cursors': {u'after': u'MTAyMDM4MzUyNTM3ODg1NzM=', u'before': u'NjMxNDA5MzA2OTYzNjA0'}}, u'data': [{u'id': u'631409306963604', u'name': u'Maria Elena Albornoz Dachelet'}, {u'id': u'10203835253788573', u'name': u'Maria Angelica Castaño'}], u'summary': {u'total_count': 2}}","TU VOTO ES IMPORTANTE, MOTIVATE Y MARCA LA DIFERENCIA. VOTA EN LAS PROXIMAS ELECCIONES PRESIDENCIALES!  http://www.decisiong.cl/?p=108",{u'count': 1},link,,,,
852,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-10-28 20:21:45,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_542119202538112,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'NzU1MzMxMDIxMjA4MjY0'}}, u'data': [{u'id': u'755331021208264', u'name': u'Naason Quezada Melian'}, {u'id': u'10203395880636142', u'name': u'Gloria Weiss Sanchez'}, {u'id': u'10203835253788573', u'name': u'Maria Angelica Castaño'}, {u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 4}}","TU VOTO ES IMPORTANTE, MOTIVATE Y MARCA LA DIFERENCIA. VOTA EN LAS PROXIMAS ELECCIONES PRESIDENCIALES!

http://www.decisiong.cl/?p=108",{u'count': 3},link,,,,
853,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-10-28 20:14:50,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_542117209204978,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'NDA0NTcxNTEyOTU5NTQ5'}}, u'data': [{u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 1}}",EDUCACIÓN CÍVICA: VOTA EN LAS PRÓXIMAS ELECCIONES PRESIDENCIALES http://wp.me/p3RLy7-1K,,status,,,,
854,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-10-18 12:39:29,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_536793813070651,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'NDA0NTcxNTEyOTU5NTQ5'}}, u'data': [{u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 1}}","ANÍMATE, MOTÍVATE Y PARTICIPA, ACÁ ESTA TU OPORTUNIDAD, APROVÉCHALA, TE ESPERAMOS Y CONTAMOS CONTIGO !

http://www.decisiong.cl/?p=105&fb_source=pubv1",,link,,,,
855,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-10-18 12:29:20,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_536790566404309,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'NDA0NTcxNTEyOTU5NTQ5'}}, u'data': [{u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 1}}",TÚ TRIBUNA: PARTICIPACIÓN CIUDADANA EN ONG ASOCIACIÓN DE CHILENOS CON DECISIÓN,,link,,,,
856,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-10-17 14:43:54,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_536234386459927,"{u'paging': {u'cursors': {u'after': u'MTAyMDM4MzUyNTM3ODg1NzM=', u'before': u'MTAyMDM4MzUyNTM3ODg1NzM='}}, u'data': [{u'id': u'10203835253788573', u'name': u'Maria Angelica Castaño'}], u'summary': {u'total_count': 1}}","TE INVITAMOS A PARTICIPAR EN EL SEMINARIO MUJER EMPRESARIA Y FERIA MUJER EMPRENDE; TE ESPERAMOS !

http://ucentral2013.wix.com/seminariomujer",,link,,,,
857,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-10-16 14:03:38,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_535606293189403,"{u'paging': {u'cursors': {u'after': u'NDA0NTcxNTEyOTU5NTQ5', u'before': u'NDA0NTcxNTEyOTU5NTQ5'}}, u'data': [{u'id': u'404571512959549', u'name': u'Chilenos con Decisión'}], u'summary': {u'total_count': 1}}","EDUCACIÓN CÍVICA: ¿QUÉ ES UN CONSEJERO REGIONAL? INFORMATE, VOTA CON CONFIANZA!

http://www.decisiong.cl/?p=102",{u'count': 1},link,,,,
858,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-10-09 16:49:27,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_531710416912324,"{u'data': [], u'summary': {u'total_count': 0}}",EDUCACIÓN CÍVICA: ¿QUÉ ES UN CONSEJERO REGIONAL?,,link,,,,
859,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-10-09 16:41:23,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_531706776912688,"{u'paging': {u'cursors': {u'after': u'MTAyMDY3NDE5MTgzMjU3MDc=', u'before': u'MTAyMDY3NDE5MTgzMjU3MDc='}}, u'data': [{u'id': u'10206741918325707', u'name': u'Gemmy Achurra Fagnilli'}], u'summary': {u'total_count': 1}}",EDUCACIÓN CÍVICA: ¿QUÉ ES EL GOBIERNO REGIONAL?,,link,,,,
860,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-10-08 14:16:06,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_10201066515479997,"{u'paging': {u'cursors': {u'after': u'MTAyMDM3NzA2MTcwOTk1MDI=', u'before': u'MTAyMDM3NzA2MTcwOTk1MDI='}}, u'data': [{u'id': u'10203770617099502', u'name': u'Teresa Astudillo Cáceres'}], u'summary': {u'total_count': 1}}","Te Invitamos a visitar decisiong.cl/?p=95 e informarte sobre Educación Cívica Vota Informado, acá lo relevante eres tu visita",,link,,,,
861,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-10-04 14:01:04,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_528562503893782,"{u'data': [], u'summary': {u'total_count': 0}}","Hola a todos, recuerda visitar nuestra web www.decisiong.cl Infórmate sobre lo relevante de la Educación Cívica y Vota Informado !",,status,,,,
862,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-10-04 01:51:29,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_528381700578529,"{u'paging': {u'cursors': {u'after': u'NjMxNDA5MzA2OTYzNjA0', u'before': u'NjMxNDA5MzA2OTYzNjA0'}}, u'data': [{u'id': u'631409306963604', u'name': u'Maria Elena Albornoz Dachelet'}], u'summary': {u'total_count': 1}}","Te Invitamos a visitar  decisiong.cl/?p=95  e informarte sobre Educación Cívica Vota Informado, acá lo relevante eres tu visita",,link,,,,
863,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-10-03 20:26:37,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_528270417256324,"{u'data': [], u'summary': {u'total_count': 0}}","UN CIUDADANO INFORMADO, ES UN CIUDADANO RESPONSABLE, EDUCACION CIVICA AHORA, VISITA 

http://www.decisiong.cl/?p=95",,link,,,,
864,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-10-03 16:58:49,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_528192913930741,"{u'paging': {u'cursors': {u'after': u'MTAyMDM4MzUyNTM3ODg1NzM=', u'before': u'MTAyMDM4MzUyNTM3ODg1NzM='}}, u'data': [{u'id': u'10203835253788573', u'name': u'Maria Angelica Castaño'}], u'summary': {u'total_count': 1}}",EDUCACION CÍVICA,,link,,,,
865,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-09-30 18:42:02,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_526722587411107,"{u'data': [], u'summary': {u'total_count': 0}}",TÚ Y LA MOVILIDAD SOCIAL,,link,,,,
866,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-09-28 04:04:04,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_525376634212369,"{u'data': [], u'summary': {u'total_count': 0}}","QUE ES LA MOVILIDAD SOCIAL; @ONGDECISION , TE EXPLICA; SUMATE E INGRESA A NUESTRA PAGINA; TE ESPERAMOS :)

http://www.decisiong.cl/?p=87&fb_source=pubv1 …",,link,,,,
867,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-09-28 03:36:59,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_525370714212961,"{u'paging': {u'cursors': {u'after': u'MTAyMDczNzg4MzI2MDc1MjI=', u'before': u'MTAyMDczNzg4MzI2MDc1MjI='}}, u'data': [{u'id': u'10207378832607522', u'name': u'Ricardo Peña Garcia'}], u'summary': {u'total_count': 1}}","síguenos @ONGDECISION ,Hola trabajamos por generar cambios de movilidad social a través de la educación para todos, gracias",,status,,,,
868,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-09-27 19:29:27,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_525227324227300,"{u'data': [], u'summary': {u'total_count': 0}}","QUE ES LA MOVILIDAD SOCIAL;  @ONGDECISION , TE EXPLICA; SUMATE E INGRESA A NUESTRA PAGINA; TE ESPERAMOS :)

http://www.decisiong.cl/?p=87&fb_source=pubv1 …",,link,,,,
869,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-09-26 19:27:16,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_524753470941352,"{u'data': [], u'summary': {u'total_count': 0}}",prueba,,link,,,,
870,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-09-26 04:30:15,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_524443947638971,"{u'data': [], u'summary': {u'total_count': 0}}","QUE ES LA MOVILIDAD SOCIAL; ONG ASOCIACION DE CHILENOS CON DECISION, TE EXPLICA; SUMATE E INGRESA A NUESTRA PAGINA; TE ESPERAMOS :)

http://www.decisiong.cl/?p=87&fb_source=pubv1",,link,,,,
871,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-09-26 04:21:51,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_524442374305795,"{u'data': [], u'summary': {u'total_count': 0}}",MOVILIDAD SOCIAL,,link,,,,
872,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'ranked'}}",2013-09-26 03:23:58,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Chilenos con Decisión', u'category_list': [{u'id': u'2235', u'name': u'Non-Governmental Organization (NGO)'}], u'id': u'404571512959549'}",404571512959549_524429394307093,"{u'paging': {u'cursors': {u'after': u'MTAxNTI1MTIwMzIwMTY4OTA=', u'before': u'MTAxNTI1MTIwMzIwMTY4OTA='}}, u'data': [{u'id': u'10152512032016890', u'name': u'Lorena Carreño Pletikosic'}], u'summary': {u'total_count': 1}}",MOVILIDAD SOCIAL,,link,,,,
