,A,date,C,D,content,,
2678,"4,89182690621411E+017",2014-07-15 23:00:16,1,1,Jóvenes de educación superior se mueven por la causa solidaria http://t.co/o64Mx9ClXi cc @ayudandochile,,
2679,"4,89176076669952E+017",2014-07-15 22:33:59,0,13,RT @KokeSantaAna: Empezó campaña de #uncalzoncillolargoparaChilito hasta el 31 se junta en los hogares de Cristo y otros… http://t.co/Yj6tp…,,
2680,"4,89164883339248E+017",2014-07-15 21:49:31,0,0,"Les recordamos que hasta el 30 hay plazo para postular con sus proyectos, Organizaciones Comunitarias y Fundaciones http://t.co/DIJY8DKUIF",,
2681,"4,89142826954129E+017",2014-07-15 20:21:52,0,3,RT @ComyPobreza: El negocio tras los textos escolares en la columna de Mario Waissbluth y Eugenio Severin en @elmostrador http://t.co/d3ZxO…,,
2682,"4,89131444342895E+017",2014-07-15 19:36:38,0,0,@Robertovanc gracias por el apoyo en la campaña #UncalzoncillolargopaChilito para abrigar a quienes lo necesitan. http://t.co/Rtr3px6Sxs,,
2683,"4,89069754628702E+017",2014-07-15 15:31:30,0,4,Con desfile en calzoncillos largos partió campaña para recolectar ropa interior para personas en situación de calle http://t.co/7idvfczR2K,,
2684,"4,89048823378231E+017",2014-07-15 14:08:20,1,1,"Muy buenos días amigos, los invitamos a conocer y unirse a nuestra comunidad en Facebook http://t.co/MeAhNwaP8w :)",,
2685,"4,88878997431145E+017",2014-07-15 02:53:30,0,32,RT @paoghiglinof: Si ves personas en situación de calle sin acceso a albergues (en RM llamar a Moviliza-Plan Invierno) 02 2776 9493 / @pwal…,,
2686,"4,88878102425383E+017",2014-07-15 02:49:57,3,4,"""@pipe_kamus: Fotos de hoy en @Hdecristo le vamos a Ganar al Frio! Shi Camus poniendole onda!!! http://t.co/CFcm2JY6Hj""gracias x el apoyo :)",,
2687,"4,88800504940863E+017",2014-07-14 21:41:36,0,4,"RT @ComyPobreza: Buenos días, PERIODISTAS, están invitados a participar x el premio POBRE EL QUE NO CAMBIA DE MIRADA. Las bases en: http://…",,
2688,"4,88789076234211E+017",2014-07-14 20:56:11,0,2,"RT @superarpobreza: Mañana Seminario ""La lógica de la invención en intervención psicosocial"" para  conocer d intervenciones psicosociales h…",,
2689,"4,88732782634758E+017",2014-07-14 17:12:30,0,7,RT @muniecentral: Alcalde @rodrigodelgadom y los @guachacas inician campaña Calzoncillo Largo para ayudar adultos mayores de @Hdecristo htt…,,
2690,"4,88729062375162E+017",2014-07-14 16:57:43,1,3,@RodrigoDelgadoM @pwalkersj @muniecentral http://t.co/Pp57h3J9Qc,,
2691,"4,88728705213432E+017",2014-07-14 16:56:18,1,6,"Puntapié inicial a #UnCalzoncilloLargoPaChilito junto al gran Guaripola, alcalde @RodrigoDelgadoM y capellán @pwalkersj cc.@muniecentral",,
2692,"4,88724996127461E+017",2014-07-14 16:41:33,0,19,RT @guachacas: Más de 12 mil compipas viven en situación de calle. Vamos con todo desde HOY con #UnCalzoncilloLargoPaChilito http://t.co/v7…,,
2693,"4,88692995597038E+017",2014-07-14 14:34:24,2,6,"Hoy estaremos lanzando la campaña ""Un Calzoncillo Largo pa´Chilito 2014"" junto a @guachacas en el frontis de Estación Central a la 12 PM",,
2694,"4,88104184865391E+017",2014-07-12 23:34:40,0,2,RT @muniecentral: Continúa donación de Fundación Catarata en el Hogar de adultos mayores de @Hdecristo. http://t.co/qF6leXJsIv,,
2695,"4,88026023632835E+017",2014-07-12 18:24:05,0,3,RT @RDC_Chillan: #ÑubleRegión logró reunir mas de 980 frazadas! @dsocial_viii @gob_nuble @hdecristo éxito total #MilFrazadasParaLaRegion,,
2696,"4,87655434711728E+017",2014-07-11 17:51:30,2,2,¡Muy Feliz día a todos nuestros amigos periodistas! en especial a quienes trabajan visibilizando a los + vulnerables cc @comypobreza,,
2697,"4,87653071397614E+017",2014-07-11 17:42:07,0,1,RT @nosmagazine: Hoy cierra campaña 1000 frazadas para la 8va región!! todos podemos aportar un granito de arena @Hdecristo @biobio http://…,,
2698,"4,87651871910552E+017",2014-07-11 17:37:21,0,5,"RT @Senda_gob: Fundación @empleahc del @Hdecristo expone su trabajo a directora nacional de SENDA, @LidiaAmarales http://t.co/wauqkQPVgT",,
2699,"4,87355224097849E+017",2014-07-10 21:58:34,0,4,RT @fparentesis: Amigos de #Talca #Temuco e #IQUIQUE Sem. Psicoterapia de Reducción de Daños en sus ciudades. Info aquí http://t.co/mLKJzQ7…,,
2700,"4,87265339588497E+017",2014-07-10 16:01:24,1,1,Fundaciones y ONGs pueden postular proyectos innovadores para la superación de la pobreza y la vulnerabilidad. http://t.co/p9OImbaqbA,,
2701,"4,86993435958997E+017",2014-07-09 22:00:57,0,1,Rescatando más opiniones sobre educación: La reforma educacional que deforma http://t.co/zve9vxUZNo vía @elquintopoder,,
2702,"4,86963182037398E+017",2014-07-09 20:00:44,0,1,¿Sabes que son los Trabajos de Invierno Hogar de Cristo? Revísalo acá: http://t.co/TwUGxV8ze1,,
2703,"4,86960070480384E+017",2014-07-09 19:48:22,0,0,@yarethabels Hecho!,,
2704,"4,86941504439869E+017",2014-07-09 18:34:36,0,2,RT @rostrosnuevos: INTERESANTE Carta al Director sobre el presupuesto de Salud Mental en Chile: http://t.co/sHKuVMy6yU vía @latercera,,
2705,"4,86880141596168E+017",2014-07-09 14:30:46,1,0,"Para tener la película más clara: ""Manual para entender la Reforma Educacional (y su polémica)"" http://t.co/QgspfOYpSH vía @eldefinido",,
2706,"4,86875958860067E+017",2014-07-09 14:14:08,0,2,"RT @rostrosnuevos: Interesantes reflexiones a partir del INFORME ""Derechos Humanos de las Personas con Discapacidad Mental"" en este... http…",,
2707,"4,86651683351831E+017",2014-07-08 23:22:57,0,2,RT @empleahc: Emplea en Feria Mercado Laboral Sur  @trabajandocl http://t.co/JwK6efq9zf,,
2708,"4,86645425525781E+017",2014-07-08 22:58:05,2,1,Hasta el 30/07 hay plazo para postular proyectos innovadores para la superación de la pobreza y la vulnerabilidad http://t.co/XDNCoWPv2o,,
2709,"4,86564568198828E+017",2014-07-08 17:36:47,0,2,RT @ComyPobreza: ATENCIÓN PERIODISTAS: abierta la convocatoria al premio POBRE EL QUE NO CAMBIA DE MIRADA 2013-2014. Las bases en:  http://…,,
2710,"4,86558383752106E+017",2014-07-08 17:12:13,0,3,RT @Sumate_Fund: En Festival de Talento de Escuela Padre Hurtado de @Sumate_Fund. Felicidades por sus talentos artísticos. http://t.co/3amG…,,
2711,"4,86520445865583E+017",2014-07-08 14:41:28,0,1,"RT @Gore_Tarapaca: Int Cartes se reunió con dir ejecutivo @Hdecristo #Tarapacá, abordando diversas temáticas de interés común #Iquique http…",,
2712,"4,86509634896007E+017",2014-07-08 13:58:30,0,1,@MariMLuengo te invitamos a inscribirte en nuestro voluntariado de invierno al mail voluntarios@hogardecristo.cl ,),
2713,"4,86283748498215E+017",2014-07-07 23:00:55,0,0,Santo Tomás entrega donación al Hogar de Cristo  http://t.co/LcTxTxyegZ,,
2714,"4,86268477775544E+017",2014-07-07 22:00:14,0,0,"Una nueva iniciativa q trabaja la restitución d derechos de niños y sus familias, saludamos a los amigos de fundamor, http://t.co/29GVjKfX06",,
2715,"4,86246041524908E+017",2014-07-07 20:31:04,0,0,"Conoce historias de AMOR, ENTREGA Y VOLUNTARIADO en nuestra revista en acción pag 18-19 http://t.co/F0OeaXRTL9",,
2716,"4,86241416885305E+017",2014-07-07 20:12:42,0,3,RT @Sumate_Fund: @Sumate_Fund Lleva más de 20 años trabajando por disminuir la deserción escolar en los sectores más vulnerables.,,
2717,"4,86231671671624E+017",2014-07-07 19:33:58,1,0,"@monamonik_ muy de acuerdo! no quedamos cortos en acción, solo de caracteres :)",,
2718,"4,86223221239587E+017",2014-07-07 19:00:24,1,0,Recomendamos la nota q @mmaraus hace a @panal_cl sobre empoderar al estudiante como clave del proceso educativo http://t.co/znwGUKQwGq,,
2719,"4,86185681945784E+017",2014-07-07 16:31:14,1,0,Agradecemos a los estudiantes @SantoTomas_ST Punta Arenas x la importante donación y compromiso con los + pobres. http://t.co/KVQvsp4j7B,,
2720,"4,86167846167142E+017",2014-07-07 15:20:21,0,1,Efecto Par en educación: ¿debate sin evidencia? - El Mostrador http://t.co/yL9NQfDn3X vía @elmostrador,,
2721,"4,86159055099269E+017",2014-07-07 14:45:25,0,1,RT @fparentesis: Haz un clic a nosotros en socialclic.cl y tendras descuentos y premios. Tu clic es ayuda para nuestros programas :),,
2722,"4,86137073188233E+017",2014-07-07 13:18:04,0,3,RT @cuevasyrodrigo: Un buen artículo http://t.co/pPT7RA6qWN. de @pwalkersj /@Hdecristo @ferpino @ErikaRubio50 @angeloriquelmec @FcoSarmient…,,
2723,"4,85249473615249E+017",2014-07-05 02:31:04,0,1,RT @ivenloquecida: En capacitacion con equipo @Hdecristo coyhaique y las compañeras de NuestraCasa! Plan de invierno 2014 http://t.co/q8OmE…,,
2724,"4,85135990961345E+017",2014-07-04 19:00:08,2,2,Machuca: Una reforma educacional que pudo haber cambiado la historia http://t.co/rjXJ76Lewc,,
2725,"4,85133941339595E+017",2014-07-04 18:51:59,0,2,RT @ComyPobreza: ATENCIÓN PERIODISTAS: abierta la convocatoria al premio POBRE EL QUE NO CAMBIA DE MIRADA 2013-2014. Las bases en:  http://…,,
2726,"4,85095953477927E+017",2014-07-04 16:21:02,0,1,RT @HdeCAntofagasta: TU TAMBIÉN PUEDES SER VOLUNTARIO ESTE INVIERNO.  Contáctanos fono 6005303000 o inscríbete en http://t.co/favdCM30qW ht…,,
2727,"4,85094881421828E+017",2014-07-04 16:16:47,0,2,RT @dsocial_XI: Profesionales de Desarrollo Social realizan capacitación sobre Plan de Invierno con @Hdecristo y Corp. Nuestra Casa http://…,,
2728,"4,85076126608658E+017",2014-07-04 15:02:15,0,1,Amigos los invitamos a seguir a @PSolidarioCL una buena iniciativa que informa y promueve actividades de voluntariado :),,
2729,"4,85074717012148E+017",2014-07-04 14:56:39,0,2,RT @Sumate_Fund: Ahora!!!Más de 80 personas de @AFP_Capital escuchan la Charla Motivacional de @pwalkersj sobre @Sumate_Fund. GRACIAS. http…,,
2730,"4,85071286591566E+017",2014-07-04 14:43:01,0,2,RT @ivenloquecida: En capacitacion para el trabajo con persona en situación de calle #plandeinvierno @Hdecristo  coyhaique @dsocial_XI y #f…,,
2731,"4,84897735045558E+017",2014-07-04 03:13:23,0,6,RT @GOB_NUBLE: Gobernadora Vera y equipo de @GOB_NUBLE acompañan a @Hdecristo en #RutaCalle por #Chillán. http://t.co/ES7EiAKwqB,,
2732,"4,8476372340888E+017",2014-07-03 18:20:52,0,2,¿Sabes que es el Plan de Invierno y a quienes beneficia? Revisa esta info: http://t.co/Lq5AhcmX3G,,
2733,"4,84716902804369E+017",2014-07-03 15:14:49,0,1,Primer Congreso Internacional sobre Educación y Pobreza. ¡Abierta la convocatoria a presentar trabajos! + info: http://t.co/Xtawadhg2K,,
2734,"4,84457975940403E+017",2014-07-02 22:05:56,0,1,RT @fioreconstanzo: @clauconserva gracias por la buena onda!!! #JóvenesEnAcción @Hdecristo http://t.co/lnyVHz9RdX,,
2735,"4,84457812886819E+017",2014-07-02 22:05:18,0,6,"RT @Tomoelcontrol: Manejar con lluvia ya es medio complicado, imagínate con influencia del alcohol. Tomemos el control! http://t.co/4JkV1Za…",,
2736,"4,84438441749656E+017",2014-07-02 20:48:19,1,2,"Rescatando opiniones...""Para una educación de calidad, profesores de calidad""   http://t.co/t76VlD6ops por @fgarcialarrain vía @elmostrador",,
2737,"4,84351879259099E+017",2014-07-02 15:04:21,0,3,RT @fioreconstanzo: @PANCHOSAAVEDRA muchas gracias por la buena onda!!! Te pasaste #JóvenesEnAcción @Hdecristo http://t.co/9AIssOpyaB,,
2738,"4,84124351923753E+017",2014-07-02 00:00:14,2,11,¡Necesitamos muchas manos y orejas para los Albergues de Invierno! Inscríbete al mail voluntarios@hogardecristo.cl http://t.co/HNv3w4thq1,,
2739,"4,84110849045721E+017",2014-07-01 23:06:35,0,3,RT @ComyPobreza: Luchando por la vivienda desde la ribera del Río Mapocho Vía @eldesconcierto http://t.co/pYRwTdr9AO,,
2740,"4,84104737571095E+017",2014-07-01 22:42:18,0,4,"RT @fredes1980: @dsocial_VIII nos invita a apoyar "" campaña ""mil frazadas para concepción"" del hogar de Cristo. http://t.co/0JgsNklfGd",,
2741,"4,84094485413253E+017",2014-07-01 22:01:34,0,2,¡Conoce los rostros de nuestros 70 Años! Mira nuestra revista en Acción en papel digital http://t.co/ubao9FnPkV …,,
2742,"4,84070015856292E+017",2014-07-01 20:24:20,0,3,"¿Eres padre primerizo? Acá un buen dato: ""Guía de Paternidad activa para padres"" http://t.co/bXwtgmTWpD http://t.co/pYAczLJ85c",,
2743,"4,84051266298204E+017",2014-07-01 19:09:49,0,3,RT @empleahc: Alianza con Gendarmeria de Chile http://t.co/GOme1nPJm7  @gendarmeria_cl     http://t.co/xOzfgj0qOH,,
2744,"4,84032422800282E+017",2014-07-01 17:54:57,0,0,"""Un 30% de campamentos de Valparaíso están en potencial riesgo ante un incendio"" vía @el_dinamo",,
2745,"4,84017656019055E+017",2014-07-01 16:56:16,0,1,RT @fparentesis: Los bellos trabajos que realizan nuestros usuarios del Programa Calle de #Valparaiso :) cc @Hdecristo http://t.co/8uIBBdO0…,,
2746,"4,83699243245666E+017",2014-06-30 19:51:00,0,1,Revisa algunas fotos del coloquio realizado en Temuco:“70 años Hogar de Cristo: Compromiso de Inclusión Social”http://t.co/CSUty3a2wX,,
2747,"4,83635246575792E+017",2014-06-30 15:36:42,1,1,Hogar de Cristo refuerza compromiso de inclusión en la Araucanía - Temuco TV - Temuco Televisión: http://t.co/jP6MtvhaDv,,
2748,"4,8260289341007E+017",2014-06-27 19:14:30,1,2,Amigos los invitamos a revisar la entrevista que CNN Intimo realizó a nuestro Capellán Pablo Walker sj. http://t.co/MZnbu6sAk9,,
2749,"4,82563380847604E+017",2014-06-27 16:37:30,3,3,"Compartimos carta ""Expandir el acceso a la educación superior"" de Liliana Cortés, Directora ejecutiva @Sumate_Fund http://t.co/mi13j5PmKI",,
2750,"4,8233105147877E+017",2014-06-27 01:14:18,0,2,RT @Sumate_Fund: 40 niños y monitores del Prog. Súmate a la Esc. de Stgo.Centro visitan centro de sky Lagunillas en el Cajón del Maipo http…,,
2751,"4,82330668207473E+017",2014-06-27 01:12:47,0,3,RT @fparentesis: Anoche @guerreromario nos deleitó a todos con sus canciones! Más foto de la Cena en nuestro Fbk/FundacionParentesis http:/…,,
2752,"4,82326976011964E+017",2014-06-27 00:58:06,0,4,RT @andresmolinam: 70 años del Hogar de Cristo @Hdecristo nos reunió en gran Encuentro por los mas vulnerables a seguir cooperando http://t…,,
2753,"4,82304917487776E+017",2014-06-26 23:30:27,0,3,RT @SA_LaSegunda: Súmate del @Hdecristo inaugura renovada sala de computación gracias a entrega de Chilenter http://t.co/Z474toIenS,,
2754,"4,82173254753608E+017",2014-06-26 14:47:16,0,2,RT @autonomadechile: En #Temuco y en alianza con la #UAutónoma comenzó celebración de los 70 años del @Hdecristo http://t.co/56CmoZrdJf htt…,,
2755,"4,82013905720713E+017",2014-06-26 04:14:05,0,3,RT @guerreromario: Ahora con #sombrero! #cenaconsombrero #fundacionparentesis #concepcion #guerrero @hdecristo http://t.co/EbiZC780ym,,
2756,"4,81909667145474E+017",2014-06-25 21:19:52,0,3,RT @guerreromario: Saliendo al aeropuerto. #concepcion nos vemos en un rato! #fundacionparentesis @hdecristo,,
2757,"4,81909042546508E+017",2014-06-25 21:17:23,0,1,"RT @IntendenciaXV: Visitando el jardín infantil Granito de Arena del Hogar de Cristo, en los 53 años de la sede Arica del @Hdecristo http:/…",,
2758,"4,81523318059966E+017",2014-06-24 19:44:39,0,2,"RT @fparentesis: Mañana la clave es #SombrerosConce con @jordicastell, @guerreromario y obviamente contigo. Estamos preparando todo para ti…",,
2759,"4,81458449382134E+017",2014-06-24 15:26:54,0,1,RT @ComyPobreza: Efecto Par: mitos y verdades en el aula via @elmostrador   http://t.co/AAcQVE6EBx,,
2760,"4,81456216464703E+017",2014-06-24 15:18:01,0,10,RT @eligeeducar: Este año nuevo Mapuche EligeEducar saluda a las escuelas y profesores que cada día trabajan por un aula más inclusiva http…,,
2761,"4,812176861148E+017",2014-06-23 23:30:11,1,3,"Faltan muchas manos para los trabajos Plan de Invierno, no solo en Santiago inscríbete: voluntarios@hogardecristo.cl http://t.co/nUeLwiSKLR",,
2762,"4,8119540431981E+017",2014-06-23 22:01:39,1,1,"Una noticia aterradora: Un profesor de Egipto pide asesinar a niños sin hogar para ""limpiar las calles"" http://t.co/LP5Mc4bq2x",,
2763,"4,81171090635756E+017",2014-06-23 20:25:02,0,1,Llaman a denunciar el trabajo y explotación infantil http://t.co/ADkxbd4SYc,,
2764,"4,81134669581533E+017",2014-06-23 18:00:18,3,3,"Este miércoles 25 es la  Cena con Sombrero en #Concepción de @FPARENTESIS , en la animación @jordicastell http://t.co/GTLXPnV2hj",,
2765,"4,81115316727345E+017",2014-06-23 16:43:24,0,2,RT @fharomeneses: #VamosChile junto a la juventud acumulada del @Hdecristo @JorgeFlies @MintrabMagallan @IntendenciaM http://t.co/iDsJdInCwy,,
2766,"4,81088371398574E+017",2014-06-23 14:56:20,0,3,"Firman compromiso para erradicar el trabajo infantil que en Chile afecta a 229 mil niños, niñas y adolescentes http://t.co/3o1UYY42tF",,
2767,"4,8108251570559E+017",2014-06-23 14:33:04,0,1,RT @fparentesis: Ya tienes tu sombrero?? No te pierdas nuestra Cena este miércoles!!! Cc @Hdecristo http://t.co/6W2ZC7qelw,,
2768,"4,80817873271947E+017",2014-06-22 21:01:28,0,2,¿Es Chile un país solidario en la medida de lo posible? http://t.co/y9yvzUNpnL vía @elmostrador,,
2769,"4,80719469866918E+017",2014-06-22 14:30:27,0,4,¿Por qué América Latina sigue siendo tan desigual? http://t.co/quXyLzC37b,,
2770,"4,80515730186977E+017",2014-06-22 01:00:52,0,2,"Sabías que... Mezclar bebidas ""light"" con alcohol eleva la tasa de alcoholemia. Revisa de qué se trata aquí. http://t.co/4S2XEWXuAK...",,
2771,"4,80477882733842E+017",2014-06-21 22:30:28,0,4,“Hay 1 salud y 1 educación para los ricos y otra para los pobres q tienen q salir a competir en una clara desventaja” http://t.co/DBHfu1ivli,,
2772,"4,80151820137169E+017",2014-06-21 00:54:49,0,0,@guillemarin @elquintopoder muy buena columna :),,
2773,"4,80107898329383E+017",2014-06-20 22:00:17,3,4,Recomendamos la columna de @guillemarin ¿Solidaridad en la medida de lo posible? http://t.co/Qy1EXZ1xUY  vía @elquintopoder,,
2774,"4,80102530526233E+017",2014-06-20 21:38:57,0,7,RT @biobio: Ministra Blanco firma decreto para crear un observatorio social que busca erradicar trabajo infantil  http://t.co/l86KaQiJIB,,
2775,"4,80077132258083E+017",2014-06-20 19:58:02,0,2,RT @fparentesis: Gracias @KarendTV y  a los ahora + de 1000 personas que juntos creemos en el poder de ellos para cambiar sus vidas :) http…,,
2776,"4,80063806224089E+017",2014-06-20 19:05:05,0,1,¿Por qué América Latina sigue siendo tan desigual? http://t.co/SH6xpVMkxT vía @elmostrador,,
2777,"4,8003112490818E+017",2014-06-20 16:55:13,0,2,"RT @autonomadechile: ¡Los Autónom@s de #Talca entregan donaciones de ropa de invierno, para la Hospedería de hombres del @Hdecristo http://…",,
2778,"4,80030733642121E+017",2014-06-20 16:53:40,0,1,El Currículo: la cara oculta de la calidad de la educación - El Mostrador http://t.co/KFICwAISqC vía @elmostrador,,
2779,"4,79989998780182E+017",2014-06-20 14:11:48,0,2,RT @ComyPobreza: La propuesta de un Consejo Nacional de la Infancia en la columna de Verónica Monroy via @Cooperativa http://t.co/NyAFiprr16,,
2780,"4,79985682849755E+017",2014-06-20 13:54:39,0,2,RT @Admision_ST: Estudiantes de Construcción Civil realizan arreglos en hospedería del @Hdecristo más información aquí http://t.co/AzqQJOZf…,,
2781,"4,79676524744823E+017",2014-06-19 17:26:10,0,2,Chile va por el podio de la desigualdad entre países de la OCDE - El Mostrador http://t.co/JwcxDT7oGx vía @elmostrador,,
2782,"4,79657130497442E+017",2014-06-19 16:09:06,0,2,RT @fparentesis: Estamos a días de la Cena con Sombrero en Conce! Mira aquí la invitación que te hace @guerreromario http://t.co/HA27EGCzFK…,,
2783,"4,79033258815279E+017",2014-06-17 22:50:03,4,4,Hogar de Cristo Angol invita a los jóvenes a matricularse como voluntarios http://t.co/Sm0tBjGVVM vía @paradanoticiosa,,
2784,"4,79014304117555E+017",2014-06-17 21:34:44,3,0,FUERZA AÉREA DE CHILE REALIZÓ VISITA SOLIDARIA AL HOGAR DE CRISTO http://t.co/68ntZiVqVr vía @soberaniaradio,,
2785,"4,79012476718444E+017",2014-06-17 21:27:28,0,3,RT @Sumate_Fund: En reinauguración de Laboratorio de Computación de Programa Becas Santiago de @Sumate_Fund  con @chilenter http://t.co/IiC…,,
2786,"4,79008632873681E+017",2014-06-17 21:12:12,0,2,RT @cui_uahurtado: Este jueves a las 17:00 hrs. reunión informativa de Trabajos de Invierno UAH en la sala E22 http://t.co/aCWvkgl2or http:…,,
2787,"4,78950602761044E+017",2014-06-17 17:21:36,0,2,"RT @fparentesis: ""Hay que hacer protagonistas a las personas de su propio cambio"". Entrevista a Paulo Egenau en @elsurcl @soychilecl http:/…",,
2788,"4,78949253826744E+017",2014-06-17 17:16:15,0,1,"RT @letrasengenero: RT @Masculinidades Paternidad Activa: impacto, desafíos y dilemas. Guía elab @UnicefCL @masculinidades y @Hdecristo htt…",,
2789,"4,78634336787653E+017",2014-06-16 20:24:53,0,0,"Amigos Fotógrafos aficionados y profesionales HOY ÚLTIMO PLAZO para subir sus trabajos al concurso ""don de ver"" http://t.co/Fv6dNV8QAu",,
2790,"4,78556317607809E+017",2014-06-16 15:14:51,0,0,"Te invitamos a leer la columna ""Consejo Nacional de la Infancia"" de nuestra Directora Social Nacional Verónica Monroy http://t.co/GubVaeplof",,
2791,"4,78348673529958E+017",2014-06-16 01:29:45,0,5,RT @paternidades: Consejos para una #paternidad + implicada y corresponsable. Guía por @UnicefCL / EME @masculinidades / @Hdecristo http://…,,
2792,"4,78341220042023E+017",2014-06-16 01:00:08,1,7,Plan de invierno 2014: estos son todos los albergues disponibles en Chile http://t.co/fO3DPr4B95,,
2793,"4,78318562273395E+017",2014-06-15 23:30:06,0,1,"""GUÍA DE PATERNIDAD ACTIVA PARA PADRES"" revísala aquí http://t.co/WdfOgb206F http://t.co/MtMlJtKQoE #FelizDiaPapa",,
2794,"4,78305978308248E+017",2014-06-15 22:40:06,2,3,"Recomendamos: ""El día del padre: entre ausencias y presencias"" Una bella columna de @tiojeda vía @TAbierto http://t.co/kEKPtFeuZj",,
2795,"4,7829860316613E+017",2014-06-15 22:10:48,0,8,RT @paternidades: Día del Padre. Spot Campaña de Paternidad América Latina @paternidades @MenCareGlobal (30 segs) http://t.co/861k2UrhxL,,
2796,"4,78284601476284E+017",2014-06-15 21:15:09,0,2,¿Que significa ser un padre activo? Compartimos un interesante documento para leer y aplicar. http://t.co/WdfOgb206F,,
2797,"4,78278305251336E+017",2014-06-15 20:50:08,0,3,"Hoy recordamos a nuestro padre fundador el Padre Alberto Hurtado, quién vio en cada pobre y vulnerable, a un hijo  http://t.co/hYISTs0Mgp",,
2798,"4,78249023380673E+017",2014-06-15 18:53:47,0,4,"RT @jcdeportes: En este día del padre saludo al @Hdecristo , donde está el más grande de todos los padres del mundo #Padrehurtado",,
2799,"4,78245292949905E+017",2014-06-15 18:38:57,1,1,En el día del padre queremos hacer llegar un saludo afectuoso a todos los papás de nuestro país. http://t.co/mG1Tv5p0uH,,
2800,"4,78233103950164E+017",2014-06-15 17:50:31,0,2,RT @AlfredoGaeteS: @Hdecristo 1er Congreso Internacional de Educación y Pobreza. ¡Abierta la convocatoria a presentar trabajos! http://t.co…,,
2801,"4,78232953240453E+017",2014-06-15 17:49:55,0,1,RT @fparentesis: Te invitamos a inscribirte como voluntario del Plan de Invierno y colaborar en albergues y rutas calles de @hdecristo http…,,
2802,"4,77549734539043E+017",2014-06-13 20:35:03,0,3,"RT @DiarioPenquista: ""Cena con sombrero"" una oportunidad de ayudar a fundación paréntesis. - Diario Penquista http://t.co/uBccZ7PmzE",,
2803,"4,77531372408824E+017",2014-06-13 19:22:05,0,4,RT @fparentesis: Profesionales Paréntesis y @hdecristo en Taller de Vocería gracias al apoyo de @UST_Santiago http://t.co/ABqCY0AjEl http:/…,,
2804,"4,77293579225006E+017",2014-06-13 03:37:11,5,10,Hogar de Cristo comienza Plan de Invierno 2014 https://t.co/OQDEeDC1TU,,
2805,"4,77270673262645E+017",2014-06-13 02:06:10,0,1,"@AndresStk @DonDateador Solo debes escribir a Voluntarios@hogardecristo.cl, saludos!",,
2806,"4,77259087135408E+017",2014-06-13 01:20:08,2,1,"@GonzaloLepetit @VocesCatolicasC Totalmente de acuerdo: políticas públicas de largo plazo, igualdad de oportunidades, conciencia social :)",,
2807,"4,77219858044948E+017",2014-06-12 22:44:15,6,13,"Que nadie más muera de hipotermia en las calles de nuestro país.  Únete  a nuestro voluntariado de Invierno, http://t.co/cFvAxI2Dxb",,
2808,"4,77211761498948E+017",2014-06-12 22:12:04,0,5,RT @INACAPINOS: Hogar de Cristo distingue a alumnos del Área Humanidades y Educación de INACAP http://t.co/w1UgUwPx09 #INACAP,,
2809,"4,77142673846207E+017",2014-06-12 17:37:32,1,0,"@primeralluvia @yosoyvikinga24 Estimadas hay una confusión, @Hdecristo no fabrica ni comercializa viviendas, lo de Valpo es Techo, saludos!",,
2810,"4,7692887245038E+017",2014-06-12 03:27:58,0,10,"RT @pwalkersj: 23 hrs Roberto en Ruta d Calle, logra convencer a ""Barrabás"",80 años,sentado bajo la lluvia: parten juntos al Victor Jara,!p…",,
2811,"4,76923796159742E+017",2014-06-12 03:07:48,0,7,"RT @pwalkersj: 22.15, Enrique y Luli d Renca junto a Roberto y su señora Mónica d Ruta d calle:la amistad salva vidas, literalmente http://…",,
2812,"4,76921009258648E+017",2014-06-12 02:56:44,0,0,RT @pereira_dire: @Hdecristo bonita labor y se agradece el amor que entregan cada día por los más necesitados! Abrazo/ Un deber de todos :),,
2813,"4,76918892598952E+017",2014-06-12 02:48:19,7,15,En esta noche lluviosa nuestra gente en terreno llevando comida caliente y compañia. /Plan de Invierno http://t.co/adz3B1eoIt,,
2814,"4,7691703152334E+017",2014-06-12 02:40:55,3,10,Llueve en Santiago y muchas pers en calle quedan expuestas al frío/ gracias @TVN por visibilizar esta dura realidad http://t.co/w7aYme06gA,,
2815,"4,76863050407248E+017",2014-06-11 23:06:25,0,6,Inscríbete como voluntario de Plan de Invierno y apoya en albergues y rutas calle en todo Chile/Envía un mail a voluntarios@hogardecristo.cl,,
2816,"4,7682813073349E+017",2014-06-11 20:47:40,0,0,¿Sabes que significa la sigla PSC? http://t.co/5LYhvxJ5ZA vía @laprensacurico,,
2817,"4,76809281006629E+017",2014-06-11 19:32:45,0,0,Las principales características del Plan de Invierno 2014 @ElTipografo http://t.co/oogk4hZCWa vía @eltipografo,,
2818,"4,76510952985494E+017",2014-06-10 23:47:18,1,0,"Los niños del jardín Infantil Sol Naciente quisieron enviar un saludo a todos los socios, amigos y seguidores GRACIAS http://t.co/hdlN19iESJ",,
2819,"4,76504643808551E+017",2014-06-10 23:22:14,1,4,Conoce los 4 mitos del #Simce según @Educacion2020 http://t.co/0SmdGNhTkU,,
2820,"4,76492048309051E+017",2014-06-10 22:32:11,0,0,Exitosa Cena con Sombrero se repite el plato en Concepción http://t.co/fQOnH0aohl,,
